CPTAC_ovarian_cancer_protein_zscores.txt,gene_symbol	CPTAC_ovarian_cancer_phosphoproteome_imputed_zscores.txt,gene_symbol_site	color	source
MAPK9	PPP1R13L_s183	51,153,255	PhosphoNetworks (PN)
MAPK9	PPP1R13L_s187	51,153,255	PhosphoNetworks (PN)
MAPK9	PPP1R13L_s280	51,153,255	PhosphoNetworks (PN)
MAPK9	PPP1R13L_s358	51,153,255	PhosphoNetworks (PN)
MAPK9	PPP1R13L_s395	51,153,255	PhosphoNetworks (PN)
MAPK9	PPP1R13L_s53	51,153,255	PhosphoNetworks (PN)
MAPK9	PPP1R13L_s567	51,153,255	PhosphoNetworks (PN)
MAPK9	PPP1R13L_s597	51,153,255	PhosphoNetworks (PN)
MAPK9	PPP1R13L_t123	51,153,255	PhosphoNetworks (PN)
MAPK9	PRKAR1A_s83	51,153,255	PhosphoNetworks (PN)
MAPK9	PSEN1_s319	102,204,0	PhosphoSitePlus (PSP)
MAPK9	PSEN1_t320	102,204,0	PhosphoSitePlus (PSP)
MAPK9	RPA2_s23	51,153,255	PhosphoNetworks (PN)
MAPK9	RPA2_s29	51,153,255	PhosphoNetworks (PN)
MAPK9	RRN3_t200	102,204,0	PhosphoSitePlus (PSP)
MAPK9	RXRA_s260	102,204,0	PhosphoSitePlus (PSP)
MAPK9	SLC6A4_t616	102,204,0	PhosphoSitePlus (PSP)
MAPK9	SMAD4_t277	51,153,255	PhosphoNetworks (PN)
MAPK9	SMARCC2_s302	51,153,255	PhosphoNetworks (PN)
MAPK9	SMARCC2_s304	51,153,255	PhosphoNetworks (PN)
MAPK9	SMARCC2_s306	51,153,255	PhosphoNetworks (PN)
MAPK9	SMARCC2_t1208	51,153,255	PhosphoNetworks (PN)
MAPK9	SMARCC2_t308	51,153,255	PhosphoNetworks (PN)
MAPK9	SMARCC2_t322	51,153,255	PhosphoNetworks (PN)
MAPK9	SMARCC2_t548	51,153,255	PhosphoNetworks (PN)
MAPK9	SNRP70_s226	51,153,255	PhosphoNetworks (PN)
MAPK9	SOX10_s24	51,153,255	PhosphoNetworks (PN)
MAPK9	SOX10_s45	51,153,255	PhosphoNetworks (PN)
MAPK9	STAT3_s727	102,204,0	PhosphoSitePlus (PSP)
MAPK9	SUPT5H_s666	51,153,255	PhosphoNetworks (PN)
MAPK9	SUPT5H_s671	51,153,255	PhosphoNetworks (PN)
MAPK9	SUPT5H_t1034	51,153,255	PhosphoNetworks (PN)
MAPK9	SUPT5H_t775	51,153,255	PhosphoNetworks (PN)
MAPK9	SUPT5H_t784	51,153,255	PhosphoNetworks (PN)
MAPK9	SUPT5H_t799	51,153,255	PhosphoNetworks (PN)
MAPK9	TOB1_s152	102,204,0	PhosphoSitePlus (PSP)
MAPK9	TOB1_s154	102,204,0	PhosphoSitePlus (PSP)
MAPK9	TOB1_s164	102,204,0	PhosphoSitePlus (PSP)
MAPK9	TP53_s20	102,204,0	PhosphoSitePlus (PSP)
MAPK9	TRIP10_t302	51,153,255	PhosphoNetworks (PN)
MAPK9	XPO1_s391	51,153,255	PhosphoNetworks (PN)
MAPK9	YAP1_s138	102,204,0	PhosphoSitePlus (PSP)
MAPK9	YAP1_s317	102,204,0	PhosphoSitePlus (PSP)
MAPK9	YAP1_t119	102,204,0	PhosphoSitePlus (PSP)
MAPK9	YAP1_t154	102,204,0	PhosphoSitePlus (PSP)
MAPK9	YAP1_t362	102,204,0	PhosphoSitePlus (PSP)
MAPK9	ZHX1_s648	51,153,255	PhosphoNetworks (PN)
MAPK9	ZHX1_t36	51,153,255	PhosphoNetworks (PN)
MAPKAPK2	AATF_t366	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	AGO2_s387	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	AKT1_s473	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	ALOX5_s272	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	ARPC5_s77	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	BAG2_s20	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	BCL2L1_s62	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	BECN1_s90	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	CDC25B_s169	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	CDC25B_s323	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	CDC25B_s353	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	CDC25B_s375	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	CDC25C_s216	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	CEP131_s47	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	CEP131_s78	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	CREB1_s133	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	DAZL_s65	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	DDX5_s198	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	EEF2K_s377	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	HNRNPA0_s84	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	HSF1_s121	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	HSPB1_s15	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	HSPB1_s78	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	HSPB1_s82	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	KRT18_s53	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	KRT20_s13	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	LIMK1_s323	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	LSP1_s252	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	MAPKAPK2_t338	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	MDM2_s157	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	MDM2_s166	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	MKL1_s312	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	MKL1_s333	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	NELFE_s115	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	NELFE_s251	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	NELFE_s51	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	PARN_s557	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	PFKFB3_s461	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	PIAS1_s522	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	PLK1_s326	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	PLK1_s383	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	RBM7_s108	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	RBM7_s136	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	RBM7_s204	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	RBM7_t110	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	RCSD1_s179	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	RCSD1_s244	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	RIPK1_s320	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	RTN4_s107	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	SRF_s103	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TH_s19	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TH_s19	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TH_s19	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TH_s19	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TH_s40	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TH_s404	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TH_s44	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TH_s67	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TH_s71	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TP53_s20	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TRIM28_s473	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TRIM29_s550	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TRIM29_s552	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	TSC2_s1254	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	WNK4_s575	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	YWHAZ_s58	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	ZFP36L1_s203	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	ZFP36L1_s54	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK2	ZFP36L1_s92	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK3	BECN1_s90	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK3	HLCS_s79	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	CBL_s483	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	CBL_s668	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	CSDC2_s19	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	DAXX_s498	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	DAXX_s671	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	DAXX_s712	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	DNAJB1_s149	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK5	DNAJB1_s151	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK5	DNAJB1_s171	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK5	EIF4B_s340	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	EIF4B_s462	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	EIF4B_s507	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	EIF4B_s93	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	EIF4ENIF1_s568	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	EIF4ENIF1_s74	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	KALRN_s487	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK5	NEUROD1_s274	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	NPM1_s222	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	NPM1_t237	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	PPP1R13L_s110	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	PPP1R13L_s113	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	PPP1R13L_s120	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	PPP1R13L_s280	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	PPP1R13L_s357	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	PPP1R13L_s358	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	PPP1R13L_s395	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	PPP1R13L_t123	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	PPP1R13L_t570	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	RHEB_s130	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK5	SAFB2_s8	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	SEPT8_s163	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK5	SEPT8_s192	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK5	SFRS1_s199	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	SIP1_t48	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	SMAD4_t277	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	SND1_s480	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	SND1_t483	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	TBC1D22A_s132	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	TBC1D22A_s135	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	TBC1D22A_t51	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	TH_s19	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK5	TH_s40	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK5	TH_s404	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK5	TP53_s37	102,204,0	PhosphoSitePlus (PSP)
MAPKAPK5	UBE2I_s71	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	ZYX_s258	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	ZYX_s313	51,153,255	PhosphoNetworks (PN)
MAPKAPK5	ZYX_t270	51,153,255	PhosphoNetworks (PN)
MARK1	DIXDC1_s381	102,204,0	PhosphoSitePlus (PSP)
MARK1	DIXDC1_s592	102,204,0	PhosphoSitePlus (PSP)
MARK1	FEZ1_s58	102,204,0	PhosphoSitePlus (PSP)
MARK1	MAPT_s262	102,204,0	PhosphoSitePlus (PSP)
MARK1	MAPT_s293	102,204,0	PhosphoSitePlus (PSP)
MARK1	MAPT_s305	102,204,0	PhosphoSitePlus (PSP)
MARK1	MAPT_s320	102,204,0	PhosphoSitePlus (PSP)
MARK1	MAPT_s324	102,204,0	PhosphoSitePlus (PSP)
MARK1	MAPT_s356	102,204,0	PhosphoSitePlus (PSP)
MARK1	MAPT_s396	102,204,0	PhosphoSitePlus (PSP)
MARK1	MAPT_s422	102,204,0	PhosphoSitePlus (PSP)
MARK1	MAPT_t231	102,204,0	PhosphoSitePlus (PSP)
MARK2	_s234	102,204,0	PhosphoSitePlus (PSP)
MARK2	ARHGEF2_s143	102,204,0	PhosphoSitePlus (PSP)
MARK2	ARHGEF2_s172	102,204,0	PhosphoSitePlus (PSP)
MARK2	ARHGEF2_s186	102,204,0	PhosphoSitePlus (PSP)
MARK2	ARHGEF2_s885	102,204,0	PhosphoSitePlus (PSP)
MARK2	ARHGEF2_s959	102,204,0	PhosphoSitePlus (PSP)
MARK2	BAIAP2_s366	102,204,0	PhosphoSitePlus (PSP)
MARK2	C14orf106_s142	51,153,255	PhosphoNetworks (PN)
MARK2	C14orf106_s191	51,153,255	PhosphoNetworks (PN)
MARK2	DLG4_s561	102,204,0	PhosphoSitePlus (PSP)
MARK2	FEZ1_s58	102,204,0	PhosphoSitePlus (PSP)
MARK2	HDAC4_s246	102,204,0	PhosphoSitePlus (PSP)
MARK2	HDAC5_s259	102,204,0	PhosphoSitePlus (PSP)
MARK2	HDAC7_s155	102,204,0	PhosphoSitePlus (PSP)
MARK2	KIF13B_s1381	102,204,0	PhosphoSitePlus (PSP)
MARK2	KIF13B_s1410	102,204,0	PhosphoSitePlus (PSP)
MARK2	MAPT_s262	102,204,0	PhosphoSitePlus (PSP)
MARK2	MAPT_s324	102,204,0	PhosphoSitePlus (PSP)
MARK2	MAPT_s356	102,204,0	PhosphoSitePlus (PSP)
MARK2	MARK2_s400	102,204,0	PhosphoSitePlus (PSP)
MARK2	PARD3_s144	102,204,0	PhosphoSitePlus (PSP)
MARK2	PARD3_s873	102,204,0	PhosphoSitePlus (PSP)
MARK2	PINK1_t313	102,204,0	PhosphoSitePlus (PSP)
MARK2	RAB11FIP2_s227	102,204,0	PhosphoSitePlus (PSP)
MARK2	RNF41_s254	102,204,0	PhosphoSitePlus (PSP)
MARK2	UTRN_s1258	102,204,0	PhosphoSitePlus (PSP)
MARK3	ARHGEF2_s151	102,204,0	PhosphoSitePlus (PSP)
MARK3	CDC25C_s216	102,204,0	PhosphoSitePlus (PSP)
MARK3	CHEK2_s19	51,153,255	PhosphoNetworks (PN)
MARK3	CHEK2_s33	51,153,255	PhosphoNetworks (PN)
MARK3	CHEK2_s35	51,153,255	PhosphoNetworks (PN)
MARK3	CHEK2_t26	51,153,255	PhosphoNetworks (PN)
MARK3	FEZ1_s58	102,204,0	PhosphoSitePlus (PSP)
MARK3	MARK3_s598	102,204,0	PhosphoSitePlus (PSP)
MARK3	MARK3_s601	102,204,0	PhosphoSitePlus (PSP)
MARK3	MARK3_s606	102,204,0	PhosphoSitePlus (PSP)
MARK3	MARK3_t602	102,204,0	PhosphoSitePlus (PSP)
MARK3	MEF2C_s222	102,204,0	PhosphoSitePlus (PSP)
MARK3	PPP1R2_s72	102,204,0	PhosphoSitePlus (PSP)
MARK3	PPP2R5D_s90	51,153,255	PhosphoNetworks (PN)
MAST1	GRK5_s484	51,153,255	PhosphoNetworks (PN)
MAST1	MTA1_t100	51,153,255	PhosphoNetworks (PN)
MAST2	CHGB_s182	51,153,255	PhosphoNetworks (PN)
MAST2	CHGB_s183	51,153,255	PhosphoNetworks (PN)
MAST2	CHGB_s263	51,153,255	PhosphoNetworks (PN)
MAST2	CHGB_s311	51,153,255	PhosphoNetworks (PN)
MAST2	CHGB_s335	51,153,255	PhosphoNetworks (PN)
MAST2	CHGB_s377	51,153,255	PhosphoNetworks (PN)
MAST2	CHGB_s405	51,153,255	PhosphoNetworks (PN)
MASTL	ENSA_s67	102,204,0	PhosphoSitePlus (PSP)
MATK	FGR_y34	51,153,255	PhosphoNetworks (PN)
MATK	FGR_y412	51,153,255	PhosphoNetworks (PN)
MATK	LYN_y508	102,204,0	PhosphoSitePlus (PSP)
MATK	SIRPA_y429	102,204,0	PhosphoSitePlus (PSP)
MATK	SIRPA_y453	102,204,0	PhosphoSitePlus (PSP)
MELK	CDC25B_s169	102,204,0	PhosphoSitePlus (PSP)
MELK	CDC25B_s323	102,204,0	PhosphoSitePlus (PSP)
MELK	EIF4B_s406	102,204,0	PhosphoSitePlus (PSP)
MELK	EIF4B_s422	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_s171	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_s253	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_s336	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_s343	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_s356	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_s391	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_s405	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_s407	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_s431	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_s505	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_s529	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_t167	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_t387	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_t398	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_t409	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_t494	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_t539	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_t56	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_y163	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_y367	102,204,0	PhosphoSitePlus (PSP)
MELK	MELK_y438	102,204,0	PhosphoSitePlus (PSP)
MERTK	AKT1_s473	102,204,0	PhosphoSitePlus (PSP)
MERTK	AKT1_t308	102,204,0	PhosphoSitePlus (PSP)
MERTK	MERTK_y749	102,204,0	PhosphoSitePlus (PSP)
MERTK	MERTK_y753	102,204,0	PhosphoSitePlus (PSP)
MERTK	MERTK_y754	102,204,0	PhosphoSitePlus (PSP)
MERTK	STAT3_y705	102,204,0	PhosphoSitePlus (PSP)
MERTK	STAT5A_y694	102,204,0	PhosphoSitePlus (PSP)
MERTK	STAT5B_y699	102,204,0	PhosphoSitePlus (PSP)
MET	ABI2_y207	51,153,255	PhosphoNetworks (PN)
MET	CTTN_y508	51,153,255	PhosphoNetworks (PN)
MET	GAB1_y285	51,153,255	PhosphoNetworks (PN)
MET	GAB1_y373	51,153,255	PhosphoNetworks (PN)
MET	GAB1_y447	51,153,255	PhosphoNetworks (PN)
MET	GAB1_y472	51,153,255	PhosphoNetworks (PN)
MET	GAB1_y619	51,153,255	PhosphoNetworks (PN)
MET	GAB1_y689	51,153,255	PhosphoNetworks (PN)
MET	MET_y1230	102,204,0	PhosphoSitePlus (PSP)
MET	MET_y1234	102,204,0	PhosphoSitePlus (PSP)
MET	MET_y1235	102,204,0	PhosphoSitePlus (PSP)
MET	MET_y1349	102,204,0	PhosphoSitePlus (PSP)
MET	MET_y1356	102,204,0	PhosphoSitePlus (PSP)
MET	MET_y1365	102,204,0	PhosphoSitePlus (PSP)
MET	MST1R_y1238	102,204,0	PhosphoSitePlus (PSP)
MET	MST1R_y1239	102,204,0	PhosphoSitePlus (PSP)
MET	MST1R_y1353	102,204,0	PhosphoSitePlus (PSP)
MET	MST1R_y1360	102,204,0	PhosphoSitePlus (PSP)
MET	PARP1_y907	102,204,0	PhosphoSitePlus (PSP)
MET	PTK2_y194	102,204,0	PhosphoSitePlus (PSP)
MET	PTK2_y397	102,204,0	PhosphoSitePlus (PSP)
MET	PTK2_y407	102,204,0	PhosphoSitePlus (PSP)
MET	PTK2_y5	102,204,0	PhosphoSitePlus (PSP)
MET	PTK2_y576	102,204,0	PhosphoSitePlus (PSP)
MET	PTK2_y577	102,204,0	PhosphoSitePlus (PSP)
MET	PTK2_y861	102,204,0	PhosphoSitePlus (PSP)
MET	PTK2_y925	102,204,0	PhosphoSitePlus (PSP)
MET	SHC1_y427	102,204,0	PhosphoSitePlus (PSP)
MINK1	SMAD1_t322	102,204,0	PhosphoSitePlus (PSP)
MKNK1	EIF4B_s425	51,153,255	PhosphoNetworks (PN)
MKNK1	EIF4B_t32	51,153,255	PhosphoNetworks (PN)
MKNK1	EIF4E_s209	102,204,0	PhosphoSitePlus (PSP)
MKNK1	EIF4E_s209	102,204,0	PhosphoSitePlus (PSP)
MKNK1	HNRNPA1_s192	102,204,0	PhosphoSitePlus (PSP)
MKNK1	HNRNPA1_s362	102,204,0	PhosphoSitePlus (PSP)
MKNK1	HNRNPA1_s363	102,204,0	PhosphoSitePlus (PSP)
MKNK1	HNRNPA1_s364	102,204,0	PhosphoSitePlus (PSP)
MKNK1	PNPLA8_s511	102,204,0	PhosphoSitePlus (PSP)
MKNK1	SFPQ_s283	102,204,0	PhosphoSitePlus (PSP)
MKNK1	SFPQ_s8	102,204,0	PhosphoSitePlus (PSP)
MKNK1	SPRY2_s112	102,204,0	PhosphoSitePlus (PSP)
MKNK1	SPRY2_s121	102,204,0	PhosphoSitePlus (PSP)
MKNK2	EIF4E_s209	239,130,13	PSP, PN
MKNK2	PLEC_s4642	102,204,0	PhosphoSitePlus (PSP)
MKNK2	SFPQ_s283	102,204,0	PhosphoSitePlus (PSP)
MKNK2	SFPQ_s8	102,204,0	PhosphoSitePlus (PSP)
MKNK2	SPRY2_s112	102,204,0	PhosphoSitePlus (PSP)
MKNK2	SPRY2_s121	102,204,0	PhosphoSitePlus (PSP)
MKNK2	TRIM28_s50	51,153,255	PhosphoNetworks (PN)
MKNK2	TRIM28_s598	51,153,255	PhosphoNetworks (PN)
MKNK2	TRIM28_s689	51,153,255	PhosphoNetworks (PN)
MKNK2	TRIM28_s9	51,153,255	PhosphoNetworks (PN)
MOS	TRIM24_s178	51,153,255	PhosphoNetworks (PN)
MOS	VIM_s459	102,204,0	PhosphoSitePlus (PSP)
MOS	VIM_t458	102,204,0	PhosphoSitePlus (PSP)
MST1R	MET_y1234	102,204,0	PhosphoSitePlus (PSP)
MST1R	MET_y1235	102,204,0	PhosphoSitePlus (PSP)
MST1R	MET_y1349	102,204,0	PhosphoSitePlus (PSP)
MST1R	MET_y1356	102,204,0	PhosphoSitePlus (PSP)
MTOR	AKT1_s473	102,204,0	PhosphoSitePlus (PSP)
MTOR	AKT1_t450	102,204,0	PhosphoSitePlus (PSP)
MTOR	AKT1S1_s183	102,204,0	PhosphoSitePlus (PSP)
MTOR	AKT1S1_s221	102,204,0	PhosphoSitePlus (PSP)
MTOR	AMBRA1_s52	102,204,0	PhosphoSitePlus (PSP)
MTOR	AMOTL2_s759	102,204,0	PhosphoSitePlus (PSP)
MTOR	ANKRD17_s2045	102,204,0	PhosphoSitePlus (PSP)
MTOR	ANKRD17_s2047	102,204,0	PhosphoSitePlus (PSP)
MTOR	APBA3_s7	102,204,0	PhosphoSitePlus (PSP)
MTOR	APBA3_t5	102,204,0	PhosphoSitePlus (PSP)
MTOR	BAG3_s289	102,204,0	PhosphoSitePlus (PSP)
MTOR	BAG3_t285	102,204,0	PhosphoSitePlus (PSP)
MTOR	BRD9_s588	102,204,0	PhosphoSitePlus (PSP)
MTOR	DAP_s51	102,204,0	PhosphoSitePlus (PSP)
MTOR	DEPTOR_s265	102,204,0	PhosphoSitePlus (PSP)
MTOR	DEPTOR_s286	102,204,0	PhosphoSitePlus (PSP)
MTOR	DEPTOR_s293	102,204,0	PhosphoSitePlus (PSP)
MTOR	DEPTOR_s299	102,204,0	PhosphoSitePlus (PSP)
MTOR	DEPTOR_t295	102,204,0	PhosphoSitePlus (PSP)
MTOR	DNMT1_s714	102,204,0	PhosphoSitePlus (PSP)
MTOR	DUSP10_s224	102,204,0	PhosphoSitePlus (PSP)
MTOR	DUSP10_s230	102,204,0	PhosphoSitePlus (PSP)
MTOR	EEF2K_s72	102,204,0	PhosphoSitePlus (PSP)
MTOR	EEF2K_s74	102,204,0	PhosphoSitePlus (PSP)
MTOR	EIF4EBP1_s44	102,204,0	PhosphoSitePlus (PSP)
MTOR	EIF4EBP1_s65	102,204,0	PhosphoSitePlus (PSP)
MTOR	EIF4EBP1_t37	102,204,0	PhosphoSitePlus (PSP)
MTOR	EIF4EBP1_t41	102,204,0	PhosphoSitePlus (PSP)
MTOR	EIF4EBP1_t46	102,204,0	PhosphoSitePlus (PSP)
MTOR	EIF4EBP1_t70	102,204,0	PhosphoSitePlus (PSP)
MTOR	ELL_s309	102,204,0	PhosphoSitePlus (PSP)
MTOR	ESR1_s104	102,204,0	PhosphoSitePlus (PSP)
MTOR	ESR1_s106	102,204,0	PhosphoSitePlus (PSP)
MTOR	FAM21A_s700	102,204,0	PhosphoSitePlus (PSP)
MTOR	FAM21A_s704	102,204,0	PhosphoSitePlus (PSP)
MTOR	GRB10_s428	102,204,0	PhosphoSitePlus (PSP)
MTOR	GRB10_s476	102,204,0	PhosphoSitePlus (PSP)
MTOR	GRB10_t155	102,204,0	PhosphoSitePlus (PSP)
MTOR	HSF1_s326	102,204,0	PhosphoSitePlus (PSP)
MTOR	ISCU_s14	102,204,0	PhosphoSitePlus (PSP)
MTOR	LARP1_s766	102,204,0	PhosphoSitePlus (PSP)
MTOR	LARP1_s774	102,204,0	PhosphoSitePlus (PSP)
MTOR	LARP6_s348	102,204,0	PhosphoSitePlus (PSP)
MTOR	LARP6_s409	102,204,0	PhosphoSitePlus (PSP)
MTOR	MAF1_s60	102,204,0	PhosphoSitePlus (PSP)
MTOR	MAF1_s68	102,204,0	PhosphoSitePlus (PSP)
MTOR	MAF1_s75	102,204,0	PhosphoSitePlus (PSP)
MTOR	MAPKAP1_s260	102,204,0	PhosphoSitePlus (PSP)
MTOR	MTOR_s2454	102,204,0	PhosphoSitePlus (PSP)
MTOR	MTOR_s2478	102,204,0	PhosphoSitePlus (PSP)
MTOR	MTOR_s2481	102,204,0	PhosphoSitePlus (PSP)
MTOR	MTOR_t2473	102,204,0	PhosphoSitePlus (PSP)
MTOR	MTOR_t2474	102,204,0	PhosphoSitePlus (PSP)
MTOR	MYC_s62	102,204,0	PhosphoSitePlus (PSP)
MTOR	MYCN_s62	102,204,0	PhosphoSitePlus (PSP)
MTOR	OXSR1_s339	102,204,0	PhosphoSitePlus (PSP)
MTOR	PATL1_s179	102,204,0	PhosphoSitePlus (PSP)
