Ensembl	GeneSymbol	R1t0_5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R2t0_5	R2t1	R2t2	R2t8	R2t16	R2t24	R2t30
ENSG00000004455	AK2	-0.06	-0.12	-0.24	-0.34	-0.2	-0.08	0.02	-0.04	-0.09	-0.18	0.52	-0.02	-0.55	-0.95
ENSG00000005156	LIG3	0.05	0.1	0.19	0.3	0.24	0.14	0.04	0.02	0.03	0.04	0.77	0.46	0.35	0.28
ENSG00000013275	PSMC4	0.01	0.03	0.05	0.05	0.13	0.14	0.14	-0.15	-0.3	-0.61	0.22	0.27	0.33	0.36
ENSG00000025708	TYMP	-0.13	-0.25	-0.51	0.42	0.05	-0.18	-0.34	0.08	0.16	0.32	-0.19	0.37	0.46	0.48
ENSG00000025796	SEC63	-0.01	-0.02	-0.05	-0.13	0.24	0.39	0.49	-0.06	-0.11	-0.23	1.1	0.67	0.34	0.1
ENSG00000026025	VIM	0.02	0.05	0.11	-0.48	-0.29	-0.29	-0.26	-0.07	-0.14	-0.28	0.45	0.15	-0.07	-0.22
ENSG00000031698	SARS	0.03	0.05	0.1	1.38	1	0.45	0.04	-0.02	-0.03	-0.07	1.31	1.04	0.42	-0.08
ENSG00000033178	UBA6	0	-0.01	-0.02	0.45	-0.12	-0.07	-0.01	0.09	0.19	0.38	0.28	0.41	0.36	0.3
ENSG00000038219	BOD1L1	0.03	0.05	0.11	0.53	0.44	0.19	-0.01	0.1	0.2	0.41	0.57	0.16	-0.01	-0.14
ENSG00000044574	HSPA5	0.68	1.36	2.71	2.3	3.23	2.24	1.35	0.78	1.55	3.1	3.98	3.1	1.76	0.73
ENSG00000052749	RRP12	-0.01	-0.02	-0.04	0.61	0.65	0.41	0.2	0.28	0.55	1.07	1.63	1.52	1.49	1.46
ENSG00000054148	PHPT1	-0.1	-0.19	-0.38	-0.22	0.04	0.2	0.31	-0.03	-0.06	-0.13	0.31	0.33	0.26	0.21
ENSG00000058262	SEC61A1	-0.02	-0.04	-0.08	0.18	0.41	0.39	0.39	-0.1	-0.21	-0.41	1.23	0.68	0.26	-0.04
ENSG00000059573	ALDH18A1	0.09	0.17	0.33	-0.26	0.29	0.42	0.48	-0.13	-0.26	-0.51	0.38	0.28	0.13	0.02
ENSG00000063046	EIF4B	0.01	0.01	0.02	-0.59	-0.14	0.26	0.56	-0.17	-0.33	-0.66	-0.27	-0.26	-0.04	0.05
ENSG00000067167	TRAM1	0.07	0.14	0.28	0.29	0.55	0.52	0.48	-0.01	-0.03	-0.06	1.3	0.82	0.42	0.13
ENSG00000070081	NUCB2	0	0.01	0.04	0.79	2.35	1.87	1.82	0.06	0.12	0.25	2.62	2.62	1.91	1.65
ENSG00000070087	PFN2	-0.02	-0.05	-0.09	-0.58	-0.11	0.2	0.46	-0.27	-0.54	-1.08	-0.43	-0.24	-0.06	0.07
ENSG00000070961	ATP2B1	0.07	0.15	0.3	1.09	1.15	0.91	0.7	-0.09	-0.19	-0.37	0.87	0.53	0.31	0.16
ENSG00000072042	RDH11	0.12	0.25	0.51	0.88	0.48	0.29	0.18	0.02	0.05	0.1	-0.07	0.3	0.07	-0.17
ENSG00000074842	C19orf10	0.06	0.12	0.23	1.01	1.01	0.99	0.98	0.06	0.13	0.25	1.33	1.06	0.9	0.79
ENSG00000078140	UBE2K	0.06	0.13	0.27	0.53	0.25	0.14	0.07	-0.03	-0.06	-0.12	-0.01	0	-0.01	-0.03
ENSG00000079332	SAR1A	0.07	0.15	0.3	-0.04	-0.14	-0.2	-0.24	-0.03	-0.07	-0.13	0.41	0.07	-0.09	-0.19
ENSG00000083312	TNPO1	0.15	0.31	0.62	0.69	0.68	0.65	0.64	-0.13	-0.26	-0.53	0.36	0.3	0.11	-0.05
ENSG00000084623	EIF3I	0	0	0	-0.3	-0.14	0.14	0.32	-0.15	-0.3	-0.6	0.08	0.08	0.04	0
ENSG00000084774	CAD	-0.18	-0.37	-0.74	-0.98	-0.38	-0.18	0.06	-0.28	-0.56	-1.11	-0.3	-0.3	-0.14	-0.08
ENSG00000086065	CHMP5	-0.05	-0.1	-0.2	-0.32	-0.32	0.05	0.19	-0.04	-0.09	-0.19	0.39	0.19	0.17	0.17
ENSG00000086758	HUWE1	-0.06	-0.11	-0.22	-0.25	0.2	0.31	0.35	-0.07	-0.14	-0.28	0.12	-0.08	-0.11	-0.1
ENSG00000087191	PSMC5	0.04	0.07	0.15	-0.2	0	0.02	0.02	-0.25	-0.49	-0.99	-0.19	-0.37	-0.45	-0.49
ENSG00000087842	PIR	-0.03	-0.06	-0.12	-0.63	-0.19	0.24	0.57	-0.06	-0.12	-0.25	0.3	0.19	0.41	0.47
ENSG00000088832	FKBP1A	-0.02	-0.04	-0.09	-0.35	0.3	0.28	0.36	-0.17	-0.34	-0.68	0.12	0.04	-0.09	-0.19
ENSG00000090013	BLVRB	-0.07	-0.15	-0.3	0.29	1	1.1	1.13	0.04	0.07	0.15	1.3	1.44	1.27	1.17
ENSG00000090621	PABPC4	-0.04	-0.08	-0.17	-0.69	-0.04	0.14	0.34	-0.08	-0.15	-0.31	0.06	0.06	0.17	0.21
ENSG00000090861	AARS	0.08	0.15	0.31	1.7	1.29	0.45	-0.22	-0.13	-0.26	-0.53	1.32	0.93	0.18	-0.4
ENSG00000092010	PSME1	-0.04	-0.09	-0.18	-0.59	-0.1	0.04	0.22	-0.1	-0.2	-0.4	0.07	-0.06	-0.01	0.01
ENSG00000092621	PHGDH	0.04	0.07	0.15	0.75	0.53	0.17	-0.12	-0.06	-0.13	-0.25	0.88	0.42	-0.05	-0.39
ENSG00000099341	PSMD8	-0.08	-0.16	-0.32	-0.27	0.04	0.2	0.3	-0.1	-0.19	-0.39	0.48	0.25	0.1	0
ENSG00000100029	PES1	-0.08	-0.16	-0.33	-0.27	0.01	0.05	0.05	-0.18	-0.36	-0.72	0.05	0.1	0.16	0.2
ENSG00000100220	C22orf28	0.04	0.07	0.15	0.35	0.39	0.26	0.15	-0.13	-0.26	-0.53	0.21	0.21	-0.07	-0.17
ENSG00000100292	HMOX1	-0.19	-0.38	-0.76	-0.03	0.34	0.55	0.68	-0.09	-0.18	-0.37	2.39	1.77	1.08	0.57
ENSG00000100462	PRMT5	0.07	0.14	0.28	0.38	0.16	-0.05	-0.21	-0.24	-0.47	-0.94	-0.11	-0.29	-0.46	-0.59
ENSG00000101294	HM13	-0.05	-0.1	-0.2	0.38	0.66	0.84	0.97	-0.18	-0.36	-0.73	0.98	0.99	0.44	0.23
ENSG00000102158	MAGT1	-0.06	-0.12	-0.24	0.27	1.19	1.07	0.89	0.15	0.3	0.61	1.87	1.48	1.25	1.11
ENSG00000102580	DNAJC3	0.25	0.5	1.01	2.17	2.91	1.99	1.17	0.44	0.88	1.76	3.2	2.48	1.66	1.04
ENSG00000103353	UBFD1	0	0	-0.01	0.04	0.29	0.29	0.25	-0.02	-0.05	-0.09	0.56	0.3	0.19	0.12
ENSG00000104388	RAB2A	-0.09	-0.18	-0.37	-0.77	0.04	0.14	0.14	0.18	0.36	0.71	1.12	0.54	0.47	0.46
ENSG00000105379	ETFB	-0.07	-0.14	-0.27	-0.43	-0.07	0.22	0.45	0.01	0.01	0.03	0.25	0.33	0.5	0.63
ENSG00000105402	NAPA	-0.06	-0.12	-0.26	-0.42	0.01	0.01	-0.04	-0.21	-0.43	-0.86	-0.19	-0.36	-0.45	-0.5
ENSG00000105669	COPE	-0.08	-0.16	-0.32	-0.25	-0.05	0.03	0.09	-0.12	-0.24	-0.48	0.78	0.59	0.34	0.15
ENSG00000105835	NAMPT	-0.04	-0.08	-0.16	0.61	0.66	0.56	0.47	0.15	0.29	0.59	0.84	0.91	0.88	0.85
ENSG00000106105	GARS	0.06	0.12	0.24	1.56	0.69	-0.01	-0.53	-0.13	-0.27	-0.55	1.24	0.43	-0.35	-0.94
ENSG00000106245	BUD31	0.05	0.1	0.2	0.29	0.14	0.03	-0.04	-0.08	-0.15	-0.29	0.67	0.31	-0.03	-0.28
ENSG00000106803	SEC61B	-0.04	-0.09	-0.17	-0.05	0.75	0.77	0.69	-0.04	-0.08	-0.15	1.07	0.75	0.42	0.18
ENSG00000106853	PTGR1	0	0	0	-0.42	0.02	0.48	0.83	-0.15	-0.3	-0.6	0.3	0.4	0.44	0.47
ENSG00000107223	EDF1	-0.01	-0.02	-0.04	0.33	0.62	0.3	0.15	0.01	0.01	0.02	0.51	0.27	0.14	0.06
ENSG00000107581	EIF3A	0.04	0.09	0.19	-0.71	-0.18	0.07	0.23	-0.04	-0.09	-0.19	0.4	0.15	0.02	-0.08
ENSG00000108829	LRRC59	-0.07	-0.14	-0.29	0.43	0.23	-0.02	-0.21	-0.1	-0.21	-0.43	0.59	0.12	-0.25	-0.53
ENSG00000108848	LUC7L3	-0.06	-0.12	-0.25	-0.61	-0.34	-0.05	0.18	-0.04	-0.09	-0.17	-0.48	-0.27	-0.09	0.03
ENSG00000109062	SLC9A3R1	-0.04	-0.09	-0.19	-0.4	-0.09	0.13	0.28	-0.08	-0.15	-0.29	0.36	0.27	0.18	0.11
ENSG00000109814	UGDH	0.1	0.21	0.42	0.74	1.02	1.26	1.43	0.16	0.32	0.65	1.56	1.43	1.37	1.33
ENSG00000109971	HSPA8	-0.19	-0.39	-0.78	-0.27	-0.13	0	0.1	-0.37	-0.75	-1.48	0.02	-0.07	-0.08	-0.05
ENSG00000110442	COMMD9	-0.04	-0.08	-0.16	-0.23	-0.07	-0.14	-0.21	-0.13	-0.26	-0.52	-0.01	-0.17	-0.3	-0.39
ENSG00000111237	VPS29	-0.06	-0.12	-0.24	-0.19	-0.23	-0.3	-0.36	-0.1	-0.19	-0.37	-0.13	-0.16	-0.25	-0.32
ENSG00000111275	ALDH2	-0.04	-0.09	-0.18	-0.69	-0.38	0.02	0.29	-0.12	-0.24	-0.48	0.25	0.14	0.09	0.06
ENSG00000112996	MRPS30	0.13	0.27	0.55	1.06	0.51	0.39	0.28	-0.09	-0.17	-0.34	-0.01	0.2	0.21	0.19
ENSG00000113312	TTC1	0.04	0.07	0.13	0.28	0.18	0.14	0.11	-0.12	-0.23	-0.46	-0.34	-0.3	-0.26	-0.24
ENSG00000113811	SELK	0.33	0.67	1.34	1.78	1.35	0.69	0.17	0.39	0.78	1.57	2.11	1.54	0.66	-0.04
ENSG00000115275	MOGS	-0.11	-0.23	-0.47	-0.06	0.37	0.32	0.23	-0.08	-0.16	-0.32	0.34	0.19	0.18	0.19
ENSG00000115677	HDLBP	0.02	0.05	0.09	0.37	0.81	0.69	0.54	-0.1	-0.21	-0.42	0.69	0.69	0.18	-0.02
ENSG00000115806	GORASP2	-0.02	-0.03	-0.06	0.34	0.33	0.18	0.06	-0.08	-0.16	-0.33	1	0.55	0.17	-0.11
ENSG00000115919	KYNU	0.13	0.25	0.5	1.01	0.82	1.49	1.86	-0.04	-0.08	-0.16	0.37	0.93	1.17	1.46
ENSG00000115944	COX7A2L	0	0.01	0.03	-0.02	0.32	0.46	0.53	-0.04	-0.07	-0.14	0.82	0.61	0.39	0.22
ENSG00000117984	CTSD	-0.15	-0.3	-0.6	-0.63	0.31	0.75	1.03	-0.15	-0.3	-0.6	0.81	1.06	1.18	1.25
ENSG00000119285	HEATR1	0.02	0.03	0.08	-0.32	0.26	0.45	0.56	-0.06	-0.13	-0.25	0.24	0	0.01	0.03
ENSG00000119777	TMEM214	0.06	0.11	0.22	0.55	0.5	0.39	0.3	0.02	0.04	0.08	0.99	0.7	0.31	0.01
ENSG00000120254	MTHFD1L	0.09	0.18	0.35	0.42	0.42	-0.08	-0.27	-0.08	-0.15	-0.31	0.48	0.11	-0.2	-0.44
ENSG00000121940	CLCC1	-0.07	-0.14	-0.28	-0.29	0.16	0.37	0.51	-0.12	-0.24	-0.47	-0.21	-0.04	0.21	0.41
ENSG00000122694	GLIPR2	-0.08	-0.17	-0.34	-0.44	-0.94	-1.25	-1.45	0.02	0.04	0.09	-1.13	-1.3	-1.5	-1.66
ENSG00000123131	PRDX4	-0.07	-0.13	-0.25	0.02	0.36	0.37	0.35	-0.09	-0.19	-0.39	0.44	0.42	0.18	-0.01
ENSG00000124783	SSR1	-0.11	-0.22	-0.44	-0.02	1.05	0.72	0.64	-0.06	-0.12	-0.24	0.87	0.87	0.42	0.26
ENSG00000126432	PRDX5	-0.02	-0.04	-0.07	-0.1	0.39	0.88	1.24	0.14	0.27	0.53	1.21	1.12	1.14	1.17
ENSG00000127483	HP1BP3	0	0.01	0.01	-0.46	-0.22	0.02	0.19	0.02	0.04	0.08	-0.09	-0.17	-0.08	-0.04
ENSG00000128422	KRT17	0.12	0.25	0.5	0.83	0.38	-0.82	-1.81	0.07	0.14	0.28	0.47	-0.25	-1.37	-2.12
ENSG00000129128	SPCS3	-0.11	-0.23	-0.45	-0.3	0.42	0.51	0.53	-0.01	-0.01	-0.03	0.8	0.68	0.51	0.39
ENSG00000130313	PGLS	-0.11	-0.22	-0.43	0.07	0.48	0.29	0.23	0.02	0.05	0.1	0.79	0.73	0.66	0.62
ENSG00000131981	LGALS3	-0.03	-0.05	-0.1	0.48	0.56	0.37	0.26	-0.05	-0.1	-0.19	0.66	0.37	0.27	0.2
ENSG00000132361	KIAA0664	-0.03	-0.07	-0.15	-0.28	-0.22	-0.21	-0.22	-0.11	-0.22	-0.46	-0.26	-0.37	-0.32	-0.27
ENSG00000132382	MYBBP1A	-0.09	-0.18	-0.37	-0.3	0.16	0.26	0.38	-0.05	-0.11	-0.22	0.02	0.02	0.18	0.24
ENSG00000133112	TPT1	0.06	0.13	0.27	0.51	0.61	0.67	0.7	0.02	0.04	0.08	0.68	0.69	0.67	0.66
ENSG00000134684	YARS	0.12	0.24	0.49	1.36	0.97	0.13	-0.55	-0.22	-0.45	-0.9	0.46	0.15	-0.64	-1.26
ENSG00000134851	TMEM165	-0.04	-0.07	-0.14	-0.77	-0.33	-0.15	-0.03	-0.05	-0.1	-0.19	0.02	0.02	-0.01	-0.03
ENSG00000134910	STT3A	-0.03	-0.06	-0.12	-0.29	0.94	1.12	1.17	-0.11	-0.21	-0.41	1.05	0.95	0.72	0.54
ENSG00000135046	ANXA1	0.05	0.09	0.17	0.53	0.41	0.34	0.3	-0.05	-0.09	-0.19	1.16	0.44	0.18	0
ENSG00000136518	ACTL6A	-0.03	-0.05	-0.09	-0.5	-0.32	-0.16	-0.05	-0.05	-0.1	-0.19	-0.06	-0.24	-0.09	0.06
ENSG00000136628	EPRS	0.06	0.12	0.24	0.65	0.49	0.31	0.17	-0.1	-0.2	-0.41	0.73	0.44	0.05	-0.25
ENSG00000136937	NCBP1	0.01	0.01	0.02	-0.41	-0.16	-0.05	0.01	0.03	0.07	0.13	-0.43	-0.17	-0.01	0.09
ENSG00000138029	HADHB	-0.01	-0.03	-0.05	-0.31	0.04	0.36	0.6	-0.08	-0.16	-0.32	0.35	0.4	0.39	0.37
ENSG00000138413	IDH1	0.02	0.04	0.09	0.47	0.71	0.51	0.49	-0.18	-0.37	-0.73	1.77	1.77	0.49	0
ENSG00000138430	OLA1	-0.11	-0.22	-0.44	-0.29	0.02	0.04	0.07	0	0	0	0.63	0.42	0.33	0.26
ENSG00000140416	TPM1	0.16	0.32	0.63	0.38	-0.56	-1.01	-1.33	-0.13	-0.27	-0.55	-1.11	-1.28	-1.53	-1.72
ENSG00000141279	NPEPPS	-0.08	-0.16	-0.33	-0.23	0.18	0.24	0.26	0.1	0.21	0.41	0.01	0.3	0.46	0.57
ENSG00000143870	PDIA6	0.14	0.29	0.58	1.03	1.52	1.54	1.49	-0.02	-0.04	-0.07	1.54	1.63	1.72	1.78
ENSG00000144867	SRPRB	-0.08	-0.16	-0.32	-0.22	0.22	0.08	0.15	-0.17	-0.35	-0.7	1	0.65	0.23	-0.08
ENSG00000145050	MANF	0.49	0.99	2	3.05	2.84	1.54	0.47	0.43	0.86	1.73	2.77	1.76	0.64	-0.21
ENSG00000145703	IQGAP2	-0.07	-0.15	-0.32	0.12	-0.16	-0.1	-0.03	-0.01	-0.01	-0.01	-0.31	-0.03	0.17	0.33
ENSG00000145741	BTF3	0.08	0.15	0.3	-0.31	-0.06	0.11	0.22	-0.21	-0.43	-0.86	-0.09	-0.15	-0.21	-0.25
ENSG00000147475	ERLIN2	0.04	0.07	0.15	-0.02	0.31	0.64	0.88	-0.01	-0.02	-0.05	0.48	0.64	0.7	0.75
ENSG00000147649	MTDH	0.03	0.07	0.13	0.46	0.36	0.23	0.14	0.01	0.03	0.06	0.87	0.58	0.25	-0.01
ENSG00000148248	SURF4	-0.14	-0.27	-0.53	-0.27	0.09	0.21	0.28	0.01	0.01	0.02	0.93	0.54	0.24	0.02
ENSG00000148341	SH3GLB2	-0.03	-0.06	-0.11	-0.28	-0.2	0.02	0.18	-0.14	-0.27	-0.54	0.12	0.06	0.11	0.16
ENSG00000149480	MTA2	-0.11	-0.21	-0.42	-0.54	-0.5	-0.5	-0.51	-0.04	-0.08	-0.16	-0.27	-0.34	-0.28	-0.22
ENSG00000151929	BAG3	0.2	0.39	0.78	0.64	0.52	0.42	0.34	-0.18	-0.37	-0.74	-0.18	-0.27	-0.24	-0.2
ENSG00000152684	PELO	0.14	0.28	0.57	0.96	0.62	0.29	0.03	0.12	0.23	0.47	0.71	0.52	0.23	0
ENSG00000155660	PDIA4	0.58	1.16	2.33	2.52	3.5	3.23	2.89	0.33	0.66	1.34	3.97	3.02	2.47	2.1
ENSG00000156508	EEF1A1	0.11	0.22	0.44	-0.14	-0.05	0.24	0.46	-0.28	-0.57	-1.15	-0.58	-0.21	-0.32	-0.31
ENSG00000157020	SEC13	0	0	0	0.46	0.67	0.28	0.12	-0.02	-0.04	-0.09	0.76	0.54	0.49	0.47
ENSG00000157916	RER1	-0.04	-0.09	-0.17	0.21	0.39	0.54	0.66	-0.14	-0.27	-0.53	0.64	0.6	0.47	0.35
ENSG00000159228	CBR1	-0.02	-0.04	-0.07	-0.62	-0.03	0.45	0.8	-0.12	-0.24	-0.48	0.08	0.08	0.22	0.27
ENSG00000159231	CBR3	-0.02	-0.05	-0.09	-0.27	-0.08	0.2	0.41	-0.14	-0.28	-0.56	0.01	0.23	0.44	0.6
ENSG00000162384	C1orf123	-0.02	-0.04	-0.07	-0.12	0.08	0.13	0.14	-0.11	-0.23	-0.45	0.16	0.08	-0.04	-0.13
ENSG00000163938	GNL3	0.07	0.15	0.3	0.29	0.39	0.35	0.31	-0.01	-0.02	-0.05	0.54	0.46	0.23	0.04
ENSG00000164040	PGRMC2	0.04	0.08	0.16	0.75	1.02	1.28	1.48	-0.02	-0.03	-0.06	0.77	0.46	0.14	-0.09
ENSG00000164182	NDUFAF2	-0.11	-0.21	-0.42	-0.39	0.29	0.36	0.4	0.04	0.07	0.13	0.72	0.72	0.51	0.42
ENSG00000164294	GPX8	-0.04	-0.08	-0.16	-0.53	-0.03	0.03	0.03	-0.12	-0.24	-0.47	0.34	0.34	0.34	0.34
ENSG00000165280	VCP	0.08	0.16	0.31	0.36	0.62	0.45	0.28	0.03	0.06	0.11	0.57	0.26	0.08	-0.05
ENSG00000166200	COPS2	-0.05	-0.11	-0.22	-0.54	0.19	0.12	0.21	-0.08	-0.17	-0.34	-0.14	-0.05	0.06	0.15
ENSG00000166598	HSP90B1	0.4	0.8	1.61	2.33	3.17	3.14	3.03	0.22	0.45	0.91	3.12	2.55	2.3	2.15
ENSG00000166794	PPIB	0.01	0.01	0.01	0.38	1.18	1.19	1.12	0.06	0.11	0.22	2.25	1.97	1.51	1.19
ENSG00000167004	PDIA3	0.19	0.37	0.75	0.93	1.16	1.2	1.21	0.24	0.48	0.96	1.75	1.46	1.39	1.36
ENSG00000167193	CRK	0.04	0.07	0.15	0.19	0.35	0.14	0.03	-0.19	-0.37	-0.74	-0.1	-0.15	-0.28	-0.39
ENSG00000167397	VKORC1	-0.12	-0.24	-0.47	-0.13	-0.02	0.03	0.06	-0.16	-0.31	-0.61	0.56	0.39	0.19	0.03
ENSG00000167770	OTUB1	-0.09	-0.18	-0.37	-0.05	-0.05	-0.13	-0.21	-0.16	-0.31	-0.63	0.12	-0.03	-0.1	-0.14
ENSG00000168374	ARF4	0.07	0.15	0.3	0.41	0.86	0.95	1.01	-0.02	-0.04	-0.08	1.48	1.23	0.78	0.46
ENSG00000169504	CLIC4	0.04	0.07	0.14	0.5	0.27	-0.16	-0.51	0.02	0.04	0.07	0.81	0.35	-0.19	-0.59
ENSG00000169564	PCBP1	0.08	0.16	0.32	0.08	0.09	0.11	0.13	-0.19	-0.37	-0.74	-0.2	-0.2	-0.26	-0.28
ENSG00000170348	TMED10	0.03	0.07	0.16	0.2	0.6	0.56	0.48	-0.05	-0.11	-0.21	0.59	0.29	0.01	-0.19
ENSG00000170421	KRT8	-0.03	-0.07	-0.15	0.44	0.3	0.31	0.33	0	0	0	0.05	0.13	0.26	0.38
ENSG00000173207	CKS1B	0.05	0.09	0.19	0.03	-0.04	-0.2	-0.32	-0.01	-0.02	-0.04	0.44	0.07	-0.19	-0.4
ENSG00000173486	FKBP2	0.06	0.12	0.25	0.68	1	0.83	0.71	0.18	0.37	0.74	1.35	1.15	0.92	0.74
ENSG00000173540	GMPPB	0.06	0.12	0.24	1.06	0.71	0.33	0.04	0.05	0.09	0.18	1.67	1.02	0.42	-0.02
ENSG00000173812	EIF1	0.05	0.1	0.21	0.68	0.56	0.24	-0.03	0.02	0.05	0.1	1.19	0.75	0.25	-0.13
ENSG00000174851	YIF1A	0	-0.01	-0.03	-0.06	0.65	0.9	1.04	-0.06	-0.12	-0.24	0.78	0.78	0.56	0.48
ENSG00000175203	DCTN2	-0.04	-0.08	-0.17	-0.1	-0.03	-0.02	-0.02	-0.05	-0.11	-0.22	0.39	0.2	0.04	-0.07
ENSG00000178307	TMEM11	0.1	0.2	0.39	0.71	0.21	0.02	-0.1	0.07	0.14	0.28	0.03	-0.01	-0.03	-0.04
ENSG00000181789	COPG1	0.05	0.09	0.19	-0.02	0.71	0.64	0.49	-0.21	-0.43	-0.86	0.88	0.88	-0.08	-0.45
ENSG00000183010	PYCR1	0.04	0.07	0.14	0.83	0.83	0.17	-0.07	0.07	0.13	0.25	1.36	0.7	0.31	-0.03
ENSG00000184432	COPB2	0.03	0.05	0.1	0.32	0.32	0.32	0.32	-0.03	-0.06	-0.13	0.78	0.44	0.18	-0.01
ENSG00000184840	TMED9	0.04	0.07	0.15	0.46	0.63	0.67	0.69	-0.18	-0.36	-0.72	1.03	1.04	0.16	-0.17
ENSG00000185624	P4HB	0.2	0.4	0.81	0.95	1.15	1.19	1.18	0.11	0.22	0.44	1.22	0.99	0.89	0.83
ENSG00000186832	KRT16	0.03	0.06	0.12	1.29	0.8	0.3	-0.08	0	0	0	2.18	0.72	0.05	-0.57
ENSG00000187735	TCEA1	-0.02	-0.04	-0.09	0.55	0.83	0.47	0.12	-0.01	-0.02	-0.04	1.41	0.75	0.25	-0.1
ENSG00000196305	IARS	-0.03	-0.07	-0.14	0.32	0.86	0.59	0.29	-0.09	-0.18	-0.36	0.9	0.9	0.17	-0.1
ENSG00000197102	DYNC1H1	0	-0.01	-0.01	0.37	0.23	0.02	-0.15	-0.11	-0.22	-0.44	0.46	0.05	-0.36	-0.66
ENSG00000198363	ASPH	-0.15	-0.3	-0.6	-0.73	0.16	0.34	0.57	0.05	0.09	0.18	0.96	0.76	0.86	0.91
ENSG00000198910	L1CAM	-0.02	-0.04	-0.07	-0.75	-0.45	-0.16	0.06	-0.19	-0.37	-0.74	-0.02	-0.02	-0.16	-0.22
ENSG00000206450	HLA-B	0.08	0.16	0.31	0.7	0.88	0.92	0.94	-0.29	-0.58	-1.17	0.53	0.18	0.25	0.32
ENSG00000214253	FIS1	-0.04	-0.07	-0.14	-0.65	-0.11	0.16	0.34	-0.04	-0.09	-0.17	0.27	0.19	0.17	0.16
ENSG00000232119	MCTS1	-0.07	-0.13	-0.25	-0.4	0.07	0.18	0.22	-0.01	-0.01	-0.02	0.41	0.32	0.24	0.18
ENSG00000248098	BCKDHA	-0.13	-0.27	-0.54	-0.17	0.65	0.62	0.54	0	0.01	0.03	1.22	1.01	0.78	0.61
ENSG00000004961	HCCS	0.01	0.01	0.02	0.23	0.21	0.07	-0.05	0	0	0	0.01	-0.05	-0.12	-0.18
ENSG00000005194	CIAPIN1	-0.02	-0.04	-0.07	0.08	-0.21	-0.3	-0.36	-0.11	-0.23	-0.45	-0.44	-0.44	-0.46	-0.46
ENSG00000006125	AP2B1	-0.02	-0.03	-0.06	-0.73	-0.36	-0.2	-0.09	-0.1	-0.21	-0.43	-0.41	-0.31	-0.37	-0.39
ENSG00000009844	VTA1	0	0	0	0.84	0.84	0.84	0.84	-0.04	-0.08	-0.16	-0.04	-0.38	-0.18	-0.11
ENSG00000028528	SNX1	-0.07	-0.15	-0.3	-0.8	-0.29	0.06	0.3	-0.12	-0.24	-0.46	-0.07	-0.12	-0.1	-0.06
ENSG00000047315	POLR2B	-0.14	-0.28	-0.57	-0.79	-0.45	-0.09	0.18	-0.3	-0.61	-1.22	-0.09	0.11	-0.16	-0.19
ENSG00000047849	MAP4	-0.09	-0.19	-0.39	0.09	0.41	-0.01	-0.26	0.04	0.08	0.15	0.4	0.17	0.15	0.16
ENSG00000064601	CTSA	-0.05	-0.11	-0.21	-0.61	-0.27	0.08	0.33	-0.09	-0.19	-0.37	-0.18	0.02	0.09	0.18
ENSG00000065135	GNAI3	0.03	0.07	0.14	0.1	0.05	-0.03	-0.1	0.06	0.13	0.25	-0.14	-0.21	-0.17	-0.14
ENSG00000065548	ZC3H15	0.09	0.18	0.36	0.53	0.37	0.15	-0.03	0.01	0.01	0.03	0.5	0.4	0.13	-0.09
ENSG00000067057	PFKP	0.03	0.06	0.13	-0.37	-0.39	-0.25	-0.12	-0.04	-0.09	-0.18	-0.6	-0.47	-0.35	-0.26
ENSG00000072501	SMC1A	-0.02	-0.05	-0.09	0.92	0.77	0.48	0.26	0.04	0.08	0.17	-0.41	0.04	0.21	0.31
ENSG00000073584	SMARCE1	-0.09	-0.17	-0.35	-0.69	-0.33	-0.11	0.03	-0.07	-0.13	-0.27	-0.5	-0.25	-0.07	0.06
ENSG00000075234	TTC38	0.01	0.03	0.06	-0.17	-0.41	-0.27	-0.22	-0.2	-0.41	-0.83	-0.85	-0.56	-0.51	-0.49
ENSG00000075856	SART3	0.1	0.21	0.42	0.59	0.36	0.28	0.24	-0.11	-0.22	-0.44	-0.08	-0.31	-0.37	-0.44
ENSG00000076003	MCM6	0	0	0.02	0.48	-0.25	-0.14	0.04	0.68	1.36	2.68	0.94	1.99	2.27	2.41
ENSG00000077809	GTF2I	0.04	0.08	0.16	0.01	0.27	0.47	0.62	-0.04	-0.08	-0.18	-0.3	0.18	0.41	0.56
ENSG00000080503	SMARCA2	-0.09	-0.17	-0.35	-0.49	-0.31	-0.07	0.1	-0.02	-0.03	-0.07	-0.43	-0.08	0.2	0.4
ENSG00000080608	KIAA0020	0.09	0.18	0.37	0.38	0.29	0.18	0.09	0.18	0.37	0.74	-0.2	-0.19	-0.07	0.03
ENSG00000082068	WDR70	0.03	0.06	0.13	0.15	0.09	0.13	0.17	0.03	0.06	0.12	0.01	0.07	0.13	0.17
ENSG00000082898	XPO1	0.08	0.16	0.32	0.44	0.27	0.2	0.17	-0.08	-0.17	-0.33	-0.24	-0.03	-0.06	-0.11
ENSG00000088367	EPB41L1	-0.15	-0.3	-0.61	-0.16	-0.21	-0.27	-0.32	0.05	0.1	0.19	-0.44	-0.13	0.16	0.37
ENSG00000089159	PXN	0.03	0.07	0.15	-0.46	-0.15	0.09	0.27	-0.06	-0.11	-0.23	-0.37	-0.26	-0.16	-0.08
