Ensembl	GeneSymbol	R1t0_5	R1t1	R1t2	R1t8	R1t16	R1t24	R1t30	R2t0_5	R2t1	R2t2	R2t8	R2t16	R2t24	R2t30
ENSG00000104524	PYCRL	0.15	0.31	0.62	-0.04	-0.67	-1.1	-1.45	0.17	0.35	0.69	-1.06	-0.75	-0.1	0.4
ENSG00000104805	NUCB1	-0.26	-0.53	-1.07	-3.52	-3.3	-2.75	-2.31	-0.07	-0.15	-0.29	-2.85	-2.08	-1.89	-1.78
ENSG00000105939	ZC3HAV1	0.1	0.2	0.39	0.43	-0.53	-1.13	-1.55	-0.01	-0.03	-0.06	-0.85	-1.27	-1.6	-1.86
ENSG00000106628	POLD2	0.2	0.39	0.79	-0.36	-0.43	-0.57	-0.69	0.12	0.25	0.5	-1.57	-1.36	-1.34	-1.34
ENSG00000108256	NUFIP2	0.06	0.13	0.25	1.07	0.29	-0.14	-0.42	0.22	0.45	0.9	-2.87	-1.68	-1.49	-1.47
ENSG00000116030	SUMO1	0.16	0.33	0.66	-1.87	-0.95	-0.72	-0.6	-0.11	-0.22	-0.43	-1.44	-1.64	-2.01	-2.31
ENSG00000116478	HDAC1	0.42	0.84	1.66	0.69	0.78	0.58	0.38	-0.06	-0.13	-0.26	-3.68	-3.58	-3.69	-3.8
ENSG00000116747	TROVE2	0.13	0.26	0.52	0.22	-1.26	-1.87	-2.46	-0.05	-0.1	-0.19	-1.15	-0.91	-0.76	-0.66
ENSG00000117676	RPS6KA1	-0.03	-0.07	-0.12	-0.52	-0.89	-1.46	-1.91	-0.06	-0.11	-0.23	-1.81	-0.62	-0.78	-0.7
ENSG00000117707	PROX1	0.56	1.12	2.25	-1.99	-0.23	-0.58	-1.07	-0.36	-0.72	-1.45	-3.5	-2.49	-2.65	-2.83
ENSG00000119718	EIF2B2	-0.13	-0.25	-0.5	-1.47	-1.8	-1.58	-1.34	0.13	0.26	0.53	-2.05	-2.05	-1.18	-0.85
ENSG00000119812	FAM98A	0.59	1.18	2.35	0.11	0.35	0.29	0.2	-0.42	-0.85	-1.69	-2.27	-2.26	-1.95	-1.83
ENSG00000124275	MTRR	-0.38	-0.75	-1.51	1.36	-0.44	-2.32	-3.73	0.02	0.04	0.08	0.02	-0.69	-0.95	-1.21
ENSG00000124588	NQO2	-0.42	-0.84	-1.66	-0.72	-1.31	-1.46	-1.63	0.2	0.39	0.78	-0.3	0.16	0.91	1.5
ENSG00000125144	MT2A	0	0	0.01	-0.42	-1.29	-2.41	-3.31	0.21	0.43	0.87	-0.11	0.01	-0.11	-0.22
ENSG00000125844	RRBP1	-0.16	-0.32	-0.66	-2.85	-2.19	-1.46	-0.91	-0.27	-0.54	-1.08	-4.15	-2.69	-2.22	-1.82
ENSG00000127955	GNAI1	0.11	0.23	0.46	-0.1	-0.86	-1.39	-1.76	-0.14	-0.28	-0.55	-2.65	-2.72	-2.83	-2.91
ENSG00000128534	NAA38	0.28	0.56	1.07	0.77	0.81	0.11	-0.51	0.03	0.06	0.13	-1.5	-1.13	-1.04	-1
ENSG00000129116	PALLD	0.02	0.04	0.09	-0.35	-0.79	-1.33	-1.75	-0.01	-0.03	-0.06	-0.21	-0.21	-1.7	-2.26
ENSG00000130816	DNMT1	-0.04	-0.09	-0.2	-0.77	-2.22	-2.74	-3	0	-0.01	-0.02	-0.63	-1.64	-2.29	-2.74
ENSG00000131100	ATP6V1E1	-0.63	-1.25	-2.51	-5.85	-4.32	-4.65	-4.56	-0.73	-1.47	-2.94	-3.21	-2.75	-2.59	-2.5
ENSG00000132357	CARD6	0.1	0.2	0.39	-0.41	-0.41	-0.41	-0.41	-0.09	-0.18	-0.36	2.22	1.87	1.68	1.54
ENSG00000132591	ERAL1	0.5	1	1.98	2.04	1.32	-0.34	-1.67	0.08	0.16	0.31	-0.03	-0.16	-0.45	-0.69
ENSG00000133265	HSPBP1	-0.06	-0.11	-0.22	0.67	-0.29	-1.1	-1.67	0.02	0.03	0.07	-1.51	-1.4	-1.27	-1.16
ENSG00000134056	MRPS36	-0.11	-0.22	-0.43	-0.43	-1.12	-1.49	-1.72	0	-0.01	-0.03	-1.86	-2.1	-1.88	-1.71
ENSG00000135655	USP15	0.31	0.61	1.21	-0.57	-0.66	-0.95	-1.16	0.09	0.18	0.38	-1.07	-0.83	-0.89	-0.97
ENSG00000135720	DYNC1LI2	0.31	0.62	1.22	-0.22	-0.36	-0.89	-1.32	0.11	0.22	0.43	-1.35	-0.82	-0.92	-1.07
ENSG00000136205	TNS3	-0.09	-0.18	-0.37	-2.92	-0.41	0.29	0.96	-0.04	-0.09	-0.18	-2.41	-2.47	-2.9	-3.26
ENSG00000136448	NMT1	0.1	0.2	0.4	-0.24	-0.45	-0.74	-0.94	-0.04	-0.07	-0.15	-2.26	-1.93	-1.97	-1.92
ENSG00000136950	ARPC5L	0.16	0.31	0.61	0.46	0.17	0.28	0.39	0.1	0.19	0.38	-1.71	-1.21	-0.93	-0.74
ENSG00000137073	UBAP2	0.03	0.06	0.12	-0.56	-0.56	-3.48	-4.58	-0.19	-0.37	-0.72	-1.53	-2.25	-2.53	-2.74
ENSG00000137337	MDC1	-0.04	-0.08	-0.15	0.04	-0.86	-1.55	-2.05	0.14	0.27	0.56	-0.64	-0.03	0.57	0.99
ENSG00000138801	PAPSS1	0.07	0.14	0.29	-0.16	-0.55	-1.79	-2.81	0.05	0.1	0.2	-1.21	-0.94	-0.88	-0.85
ENSG00000138802	SEC24B	0.48	0.96	1.87	1.38	0.5	-0.51	-1.28	-0.16	-0.33	-0.64	-0.8	-1.42	-1.88	-2.21
ENSG00000140650	PMM2	0.12	0.24	0.49	1.36	-0.07	-0.78	-1.22	0.02	0.04	0.1	-1.82	-1.68	-2.46	-3.08
ENSG00000143179	UCK2	0.34	0.68	1.34	-1.33	-1.33	-1.08	-0.88	-0.08	-0.15	-0.29	-1.39	-2.03	-2.26	-2.4
ENSG00000144224	UBXN4	0.21	0.43	0.87	0.98	0.07	-0.77	-1.39	0.11	0.23	0.48	-2.33	-2.33	-1.26	-0.33
ENSG00000149115	TNKS1BP1	-0.01	-0.02	-0.04	-1.03	-1.45	-1.4	-1.44	-0.25	-0.5	-1	-2.14	-1.85	-1.5	-1.23
ENSG00000149782	PLCB3	0.17	0.33	0.64	1.21	0.52	-0.29	-0.9	-0.03	-0.05	-0.1	-1.87	-1.9	-1.81	-1.72
ENSG00000150593	PDCD4	-0.03	-0.07	-0.15	-0.84	-1.03	-1.98	-2.66	-0.2	-0.4	-0.81	-2.08	-1.73	-1.52	-1.38
ENSG00000150961	SEC24D	0.07	0.13	0.27	0.08	0.45	0.55	0.67	-0.07	-0.15	-0.31	-1.94	-1.94	-1.94	-1.94
ENSG00000151632	AKR1C2	0.03	0.05	0.09	-0.14	-0.17	-0.2	-0.23	-0.06	-0.11	-0.22	-0.74	-0.51	-0.06	0.3
ENSG00000153207	AHCTF1	0.42	0.84	1.67	2.34	1.71	1.17	0.78	0.34	0.68	1.35	-0.96	-1.15	-0.5	0.09
ENSG00000155959	VBP1	0.32	0.63	1.27	0.9	0.34	-0.76	-1.66	0.08	0.17	0.34	-1.44	-1.13	-0.9	-0.75
ENSG00000163002	NUP35	0.06	0.13	0.26	0.26	-0.86	-1.9	-2.68	-0.02	-0.04	-0.09	-0.75	-0.75	-2.07	-2.56
ENSG00000164904	ALDH7A1	-0.02	-0.04	-0.09	-0.52	-1.08	-1.7	-2.18	0.06	0.12	0.23	-0.92	-0.84	-0.73	-0.64
ENSG00000166741	NNMT	0.09	0.17	0.34	-0.02	-0.42	-1	-1.45	-0.08	-0.16	-0.32	-1.6	-1.2	-1.1	-1.06
ENSG00000168264	IRF2BP2	0.02	0.03	0.05	-0.33	-0.92	-0.94	-0.89	-0.28	-0.56	-1.13	-2.48	-1.38	-1.82	-2.3
ENSG00000168906	MAT2A	0.05	0.1	0.21	0.14	0.06	-0.33	-0.59	-0.01	-0.03	-0.06	0.27	-0.07	-0.01	0.04
ENSG00000170473	WIBG	0.09	0.19	0.39	0.05	-1.21	-1.95	-2.58	0.03	0.06	0.13	-0.51	-0.98	-0.4	-0.12
ENSG00000172172	MRPL13	0.03	0.07	0.14	0.35	0.35	-1.88	-2.72	0.11	0.21	0.42	0.05	-0.15	-0.27	-0.35
ENSG00000173801	JUP	0.08	0.16	0.3	-0.77	-1.77	-1.48	-1.16	-0.1	-0.2	-0.41	-1.77	-1.84	-1.67	-1.53
ENSG00000175054	ATR	-0.58	-1.16	-2.33	-2.81	-3.06	-3.3	-3.49	0.46	0.92	1.86	0.34	0.35	0.78	1.16
ENSG00000175467	SART1	-0.29	-0.58	-1.17	0.17	-0.47	-1.52	-2.25	0.06	0.11	0.21	-2.58	-2.08	-1.95	-1.9
ENSG00000177425	PAWR	-0.02	-0.04	-0.08	-1.28	-1.48	-1.93	-2.27	-0.05	-0.1	-0.19	-0.41	-0.77	-1.17	-1.46
ENSG00000178425	NT5DC1	-0.13	-0.26	-0.51	-1.76	-1.49	-1.2	-0.98	0.08	0.15	0.32	-4.24	-3.22	-2.17	-1.38
ENSG00000179295	PTPN11	-0.23	-0.46	-0.93	-0.82	-0.49	-1.02	-1.51	-0.1	-0.2	-0.4	-4.48	-3.4	-2.68	-2.17
ENSG00000180370	PAK2	0.06	0.12	0.24	-0.02	-0.02	-1.59	-2.18	-0.02	-0.04	-0.08	-0.3	-0.49	-0.41	-0.34
ENSG00000181019	NQO1	-0.01	-0.03	-0.05	-0.04	-0.14	0	0.13	-0.01	-0.03	-0.05	-0.22	-0.2	0.03	0.23
ENSG00000182934	SRPR	-0.09	-0.18	-0.36	-0.94	-0.42	-0.78	-1.16	0.18	0.35	0.7	-1.25	-0.9	-0.76	-0.68
ENSG00000187134	AKR1C1	0.09	0.19	0.38	-0.14	-0.17	-0.05	0.05	-0.08	-0.16	-0.32	-0.02	-0.11	0.08	0.26
ENSG00000197081	IGF2R	-0.69	-1.38	-2.77	-2.62	-3.6	-4.56	-5.28	-0.21	-0.41	-0.82	-4.57	-3.54	-3.58	-3.74
ENSG00000197256	KANK2	-0.12	-0.23	-0.46	-2.1	-1.79	-1.68	-1.61	-0.57	-1.14	-2.29	-1.52	-1.39	-1.33	-1.28
ENSG00000213551	DNAJC9	-0.01	-0.02	-0.05	0.33	-1.18	-1.61	-1.8	-0.04	-0.08	-0.16	-2.4	-1.63	-1.55	-1.56
ENSG00000223496	EXOSC6	-0.1	-0.2	-0.41	-0.38	-1.52	-2	-2.46	-0.02	-0.04	-0.08	-0.61	-0.75	-0.7	-0.65
ENSG00000227184	EPPK1	0.05	0.1	0.19	-0.19	-0.59	-1.26	-1.78	0.04	0.08	0.14	-0.38	-1.26	-1.91	-2.43
ENSG00000002586	CD99	-0.33	-0.67	-1.36	-1.79	-0.64	0.19	0.78	0	0	0	2.11	1.9	1.92	1.97
ENSG00000010278	CD9	-0.25	-0.5	-1	0.58	0.81	1.31	1.74	-0.09	-0.18	-0.36	0.53	0.28	0.37	0.43
ENSG00000081154	PCNP	-0.03	-0.07	-0.14	0.18	-0.35	-0.84	-1.21	-0.09	-0.17	-0.35	-0.05	-0.44	-0.3	-0.2
ENSG00000086061	DNAJA1	-0.09	-0.18	-0.36	-0.69	-0.9	-1.08	-1.2	-0.07	-0.14	-0.27	-0.76	-0.68	-0.78	-0.82
ENSG00000092201	SUPT16H	-0.01	-0.01	-0.02	0	-0.18	-0.14	-0.08	0.02	0.05	0.09	0.4	0.17	-0.12	-0.34
ENSG00000100028	SNRPD3	0.06	0.12	0.24	0.27	0.41	0.6	0.73	0.01	0.01	0.02	0.32	0.38	0.28	0.19
ENSG00000100300	TSPO	0.07	0.14	0.3	0.01	-0.38	0.64	1.52	0.22	0.45	0.9	3.46	3	1.91	1.29
ENSG00000101474	APMAP	-0.03	-0.06	-0.11	0.39	0.04	-0.02	-0.07	0.04	0.07	0.14	0.24	0.29	0.28	0.25
ENSG00000101911	PRPS2	-0.02	-0.05	-0.09	-0.13	-0.05	-0.31	-0.53	0.09	0.17	0.33	0.17	0.13	0.05	-0.01
ENSG00000102967	DHODH	0.05	0.09	0.19	0.66	0.19	-0.04	-0.18	-0.05	-0.11	-0.21	-0.59	0.34	-0.07	-0.51
ENSG00000103018	CYB5B	0.1	0.2	0.4	0.37	0.52	0.8	1.02	0.1	0.2	0.39	1.01	1.15	1.07	1.03
ENSG00000104823	ECH1	0.2	0.4	0.8	0.83	1.29	1.74	2.08	0.26	0.51	1.01	1.32	1.51	1.47	1.42
ENSG00000108479	GALK1	-0.1	-0.21	-0.43	0	-0.35	-0.49	-0.57	0.12	0.25	0.51	0.71	0.67	0.53	0.44
ENSG00000111726	CMAS	-0.13	-0.27	-0.54	-0.17	1.53	3.02	4.07	-0.1	-0.19	-0.38	2	2.15	2.4	2.6
ENSG00000111843	TMEM14C	0.52	1.03	2.05	1.32	1.34	2.13	2.8	-0.02	-0.03	-0.07	3.29	3.62	3.51	3.39
ENSG00000112159	MDN1	0.59	1.18	2.4	1.62	1.16	1.26	1.38	-0.17	-0.34	-0.69	-1.05	-0.22	-1	-1.35
ENSG00000112335	SNX3	-0.37	-0.74	-1.47	-0.3	-0.58	-0.66	-0.69	-0.05	-0.1	-0.21	0.62	0.02	0.32	0.55
ENSG00000112667	C6orf108	-0.09	-0.18	-0.36	0.75	0.4	-0.2	-0.66	0.09	0.17	0.33	0.44	0.1	0.7	1.23
ENSG00000115541	HSPE1	0.06	0.12	0.24	0.31	0.46	0.69	0.88	0.05	0.09	0.18	0.58	0.57	0.64	0.69
ENSG00000116791	CRYZ	-0.03	-0.06	-0.12	-0.23	-0.76	-1.07	-1.29	-0.07	-0.14	-0.27	-0.4	-0.37	-0.31	-0.26
ENSG00000117228	GBP1	0	0	0	0.06	-0.11	-0.99	-1.73	0.16	0.33	0.64	-0.21	0.53	0.68	0.74
ENSG00000117593	DARS2	0.16	0.32	0.63	1.22	0.83	0.5	0.24	0.28	0.56	1.12	0.12	0.67	0.96	1.15
ENSG00000119707	RBM25	0.21	0.42	0.85	0.43	0.66	0.47	0.27	-0.09	-0.17	-0.34	-0.21	-0.17	-0.27	-0.37
ENSG00000124693	HIST1H3A	-0.09	-0.18	-0.36	0.46	0.07	-0.22	-0.44	0.01	0.01	0.02	2.12	1.92	1.83	1.78
ENSG00000124767	GLO1	0.09	0.18	0.36	0.02	-0.2	-0.47	-0.67	-0.05	-0.1	-0.21	-0.56	-0.64	-0.57	-0.49
ENSG00000130508	PXDN	0.04	0.08	0.15	0.91	0.51	0.61	0.73	-0.3	-0.6	-1.2	0.96	0.74	0.65	0.58
ENSG00000132182	NUP210	-0.07	-0.13	-0.25	-0.35	-0.69	-0.5	-0.43	-0.27	-0.54	-1.09	-0.57	-0.61	-0.68	-0.74
ENSG00000132383	RPA1	-0.05	-0.1	-0.19	-0.58	-0.42	-0.22	-0.06	-0.13	-0.27	-0.53	-0.17	-0.26	-0.15	-0.04
ENSG00000132676	DAP3	-0.16	-0.32	-0.65	-0.5	-0.41	0.01	0.28	-0.03	-0.05	-0.11	0.16	0.03	0.01	0.01
ENSG00000134809	TIMM10	0.86	1.72	3.45	3.67	2.8	3	3.24	0.18	0.36	0.73	2.56	2.46	2.4	2.36
ENSG00000135387	CAPRIN1	0.07	0.14	0.28	-0.13	-0.23	-0.56	-0.82	-0.01	-0.02	-0.05	-0.28	-0.47	-0.5	-0.52
ENSG00000136143	SUCLA2	-0.29	-0.59	-1.17	-1.39	-0.41	-0.14	-0.03	0.63	1.26	2.51	4.15	4.21	4.35	4.46
ENSG00000137267	TUBB2A	0.1	0.2	0.39	2.16	2.28	1.99	1.74	-0.25	-0.5	-1.01	-2.11	-0.2	1.67	3.06
ENSG00000137801	THBS1	0.12	0.25	0.49	1.81	1.87	1.85	1.82	-0.46	-0.92	-1.84	1.12	1.73	2.11	2.37
ENSG00000137807	KIF23	0.19	0.38	0.76	-0.24	-0.23	0.2	0.55	-0.34	-0.68	-1.37	1.07	0.88	0.46	0.11
ENSG00000140263	SORD	-0.03	-0.07	-0.13	-0.19	-0.28	-0.56	-0.79	-0.09	-0.17	-0.35	-0.66	-0.54	-0.49	-0.47
ENSG00000141141	DDX52	1.03	2.06	4.11	3.77	3.69	3.98	4.23	0.23	0.46	0.89	2.31	2.49	2.46	2.43
ENSG00000143183	TMCO1	-0.11	-0.22	-0.44	0.56	0.39	0.32	0.28	0.02	0.03	0.07	1.36	1.11	0.87	0.7
ENSG00000143418	CERS2	0.49	0.97	1.94	1.21	1.11	1.84	2.39	0.5	1	2	3.2	1.24	1.38	1.7
ENSG00000143473	KCNH1	-0.12	-0.24	-0.47	0.32	0.32	1.65	2.15	0.17	0.34	0.68	2.16	2.51	2.81	3.02
ENSG00000143614	GATAD2B	-0.14	-0.29	-0.57	-0.75	-0.76	-0.79	-0.82	0.14	0.28	0.56	-0.02	-0.28	-0.58	-0.8
ENSG00000143799	PARP1	-0.02	-0.05	-0.11	0.07	-0.03	-0.17	-0.28	0.07	0.14	0.27	0.24	-0.07	-0.35	-0.55
ENSG00000143977	SNRPG	0.56	1.11	2.2	0.73	0.46	2.25	3.83	0.02	0.03	0.05	1.62	1.4	1.15	0.97
ENSG00000146386	ABRACL	-0.01	-0.02	-0.04	-0.92	-1.13	-1.32	-1.46	0.07	0.14	0.27	-0.35	-0.52	-0.21	-0.04
ENSG00000147155	EBP	-0.21	-0.41	-0.83	-0.88	0.62	1.95	2.93	0.07	0.14	0.29	2.36	2.2	2.06	1.95
ENSG00000149792	MRPL49	-0.44	-0.87	-1.73	-1.17	0.11	1.27	2.14	-0.09	-0.17	-0.34	1.56	1.37	1.43	1.51
ENSG00000151247	EIF4E	-0.06	-0.13	-0.26	0.13	-0.07	-0.75	-1.25	-0.11	-0.22	-0.44	-0.22	-0.45	0.2	0.57
ENSG00000155380	SLC16A1	0.05	0.1	0.21	0.19	0.33	0.29	0.32	0.1	0.2	0.41	-0.25	-0.86	-0.61	-0.34
ENSG00000155438	MKI67IP	-0.1	-0.2	-0.4	-0.49	-0.79	-1	-1.13	-0.09	-0.18	-0.37	-0.12	-0.31	-0.44	-0.53
ENSG00000164687	FABP5	-0.07	-0.14	-0.28	-0.01	0.03	-0.03	-0.09	0.02	0.04	0.08	0.46	0.42	0.48	0.53
ENSG00000165029	ABCA1	1.76	3.52	7.04	5.12	7.17	8.49	9.38	-0.11	-0.22	-0.44	-1.24	-0.78	-0.26	0.13
ENSG00000167085	PHB	0.02	0.04	0.08	0.31	0.27	0.52	0.74	0.02	0.04	0.07	0.83	0.81	0.62	0.46
ENSG00000167768	KRT1	-0.16	-0.31	-0.62	0.14	1.26	2.17	2.85	0.06	0.12	0.22	3.01	3.14	3.41	3.63
ENSG00000169020	ATP5I	0.27	0.55	1.09	0.82	1.47	2.02	2.43	0.13	0.27	0.54	1.97	1.71	1.51	1.38
ENSG00000171403	KRT9	-0.1	-0.2	-0.38	-0.31	1.54	2.77	3.64	0.12	0.23	0.46	3.27	3.45	3.84	4.16
ENSG00000172534	HCFC1	-0.19	-0.39	-0.77	-0.25	-0.68	-1.16	-1.53	-0.09	-0.18	-0.37	-0.91	-0.91	-1.15	-1.24
ENSG00000172867	KRT2	-0.39	-0.78	-1.55	0.13	1.41	2.43	3.16	-0.04	-0.09	-0.2	3	2.9	3.09	3.26
ENSG00000173376	NDNF	-0.04	-0.09	-0.18	0.96	1.76	2.35	2.7	-0.16	-0.32	-0.64	1.84	1.58	1.17	0.86
ENSG00000175073	VCPIP1	-0.19	-0.39	-0.77	0.1	0.9	1.61	2.14	0.01	0.02	0.03	1.55	1.74	1.84	1.9
ENSG00000183311	TUBB	0	-0.01	-0.02	-0.09	-0.04	-0.19	-0.32	0.06	0.12	0.23	-0.22	-0.19	-0.17	-0.16
ENSG00000186395	KRT10	-0.27	-0.53	-1.06	-0.17	1.08	1.94	2.56	-0.35	-0.69	-1.38	1.92	1.96	2.17	2.35
ENSG00000186603	HPDL	0.75	1.5	3	1.1	1.27	1.62	1.88	0.33	0.67	1.35	2.09	1.34	1.38	1.45
ENSG00000187109	NAP1L1	0.01	0.02	0.04	0.1	0.02	-0.02	-0.05	0.03	0.06	0.12	-0.36	-0.31	-0.25	-0.2
ENSG00000187555	USP7	0.43	0.86	1.68	0.4	0.28	0.02	-0.19	-0.05	-0.11	-0.23	-0.48	-0.46	-0.36	-0.29
ENSG00000188536	HBA1	1.04	2.09	4.21	3.96	4.01	3.71	3.47	-0.47	-0.95	-1.89	0.69	0.81	1.24	1.59
ENSG00000188612	SUMO2	-0.44	-0.89	-1.78	-0.93	-0.75	-0.74	-0.77	0.19	0.37	0.75	1.49	1.56	1.49	1.44
ENSG00000196504	PRPF40A	0.02	0.04	0.05	0.33	0.38	0.75	1.06	0.15	0.3	0.6	1.77	1.3	0.93	0.68
ENSG00000197345	MRPL21	0.14	0.27	0.52	0.18	-0.41	-0.22	-0.01	-0.23	-0.46	-0.93	1.65	1.54	1.58	1.61
ENSG00000197451	HNRNPAB	0.01	0.03	0.06	-0.25	-0.5	-0.68	-0.8	-0.06	-0.13	-0.26	-0.33	-0.41	-0.57	-0.69
ENSG00000197601	FAR1	0.24	0.47	0.94	1.04	0.52	0.48	0.52	-0.57	-1.14	-2.26	0.87	1.11	1.17	1.21
ENSG00000197728	RPS26	-0.02	-0.04	-0.07	0	0.05	0.17	0.27	0.03	0.06	0.11	-0.02	0.06	-0.05	-0.14
ENSG00000197747	S100A10	0.09	0.19	0.36	0.59	-0.14	-0.36	-0.48	0.01	0.03	0.05	-0.19	-0.87	-1.16	-1.36
ENSG00000198604	BAZ1A	0.2	0.41	0.81	3.43	2.84	2.32	1.94	0.6	1.21	2.42	3.07	2.96	2.84	2.75
ENSG00000204220	PFDN6	0.15	0.3	0.61	-0.15	-0.26	-0.56	-0.8	0.13	0.27	0.54	0.12	-0.03	0.26	0.47
ENSG00000205581	HMGN1	0.25	0.51	1.01	0.08	1.3	2.17	2.77	0.1	0.19	0.38	3.17	2.5	2.47	2.48
ENSG00000001497	LAS1L	-0.11	-0.23	-0.48	-0.44	-0.14	-0.06	0.01	0.03	0.06	0.13	-0.3	0.16	0.25	0.31
ENSG00000004478	FKBP4	0.05	0.09	0.18	0.24	0.18	-0.02	-0.18	0.01	0.01	0.02	0.12	0.07	0.07	0.08
ENSG00000004700	RECQL	-0.01	-0.01	-0.02	0.51	0.39	0.47	0.54	0.05	0.11	0.22	0.41	0.22	-0.08	-0.31
ENSG00000004779	NDUFAB1	-0.08	-0.16	-0.33	-1.1	-0.73	-1.03	-1.17	-0.01	-0.01	0.01	-0.61	-0.66	-0.27	0.06
ENSG00000004864	SLC25A13	0.05	0.1	0.21	0.33	0.32	0.45	0.54	0.01	0.02	0.05	0.68	0.54	0.22	-0.02
ENSG00000005007	UPF1	-0.28	-0.55	-1.1	-0.2	-0.45	-0.6	-0.71	0.11	0.23	0.46	0.39	0.18	0.1	0.02
ENSG00000005022	SLC25A5	0.17	0.35	0.69	0.91	0.9	1.18	1.41	0.11	0.21	0.42	1.09	1.16	1.05	0.95
ENSG00000007080	CCDC124	-0.16	-0.33	-0.66	-0.47	-0.71	-0.8	-0.86	0.05	0.09	0.17	-0.14	-1.02	-1.13	-1.14
ENSG00000007923	DNAJC11	0.09	0.19	0.38	0.07	-0.3	-0.59	-0.8	-0.03	-0.06	-0.12	0.2	0.28	-0.22	-0.57
ENSG00000008018	PSMB1	0.08	0.16	0.32	-0.17	-0.4	-0.65	-0.84	0.09	0.18	0.37	0.26	0.19	0.23	0.25
ENSG00000011485	PPP5C	0.08	0.17	0.34	0.5	0.22	-0.09	-0.33	0.01	0.01	0.03	-0.43	-0.54	-0.86	-1.13
ENSG00000013583	HEBP1	0.17	0.34	0.68	0.1	0.32	0.17	0.06	0.01	0.02	0.04	-0.56	-0.95	-1.44	-1.83
ENSG00000014641	MDH1	-0.02	-0.04	-0.07	-0.17	-0.03	-0.02	-0.03	-0.11	-0.22	-0.43	-0.23	-0.13	0.03	0.15
ENSG00000015479	MATR3	-0.05	-0.1	-0.2	-0.05	-0.09	-0.07	-0.04	-0.04	-0.08	-0.17	0.01	0.08	-0.18	-0.33
ENSG00000029363	BCLAF1	0.18	0.35	0.7	0.37	0.36	0.35	0.35	0	0	0.01	0.04	0.23	0.05	-0.08
ENSG00000035928	RFC1	-0.16	-0.32	-0.66	-0.69	-1.17	-1.22	-1.25	-0.17	-0.34	-0.68	-1.48	-1.29	-1.18	-1.08
ENSG00000038274	MAT2B	0.02	0.03	0.06	-0.19	-1.08	-1.47	-1.83	-0.04	-0.09	-0.17	0.02	-0.05	-0.01	0.03
ENSG00000039123	SKIV2L2	-0.06	-0.13	-0.26	0.39	0.43	0.69	0.92	-0.03	-0.07	-0.15	-0.46	0.11	-0.11	-0.37
ENSG00000042493	CAPG	-0.01	-0.02	-0.04	-0.17	-0.5	-0.8	-1.02	0.07	0.13	0.27	-0.56	-0.64	-0.55	-0.49
ENSG00000044115	CTNNA1	-0.09	-0.18	-0.35	-0.75	-0.74	-1.15	-1.3	-0.08	-0.16	-0.32	-1.01	-1.12	-1.26	-1.37
ENSG00000053371	AKR7A2	-0.07	-0.15	-0.28	0.18	-0.44	-0.67	-0.8	0.05	0.1	0.2	-0.43	-0.26	-0.1	0.02
ENSG00000053372	MRTO4	0.01	0.01	0.01	0.12	0.11	0.03	-0.04	-0.04	-0.08	-0.18	0.12	0.01	-0.09	-0.16
ENSG00000054118	THRAP3	0	0.01	0.01	-0.09	-0.12	-0.19	-0.24	0.03	0.07	0.13	-0.04	-0.25	-0.43	-0.56
ENSG00000055044	NOP58	0.03	0.05	0.08	0.29	0.02	0.12	0.23	0.03	0.05	0.1	0.35	0.14	0.05	-0.01
ENSG00000055950	MRPL43	-0.13	-0.26	-0.53	-0.16	0.07	0.47	0.79	0.06	0.12	0.25	-0.04	0.07	0.16	0.23
ENSG00000062485	CS	0.02	0.03	0.05	0.27	0.3	0.52	0.71	0.02	0.04	0.08	0.83	0.51	0.39	0.32
ENSG00000062650	WAPAL	0.18	0.36	0.69	1.79	1.7	1.95	2.17	0.03	0.06	0.13	0.26	0.63	0.37	0.14
ENSG00000063244	U2AF2	0.05	0.1	0.17	0.61	0.62	0.47	0.35	-0.05	-0.1	-0.2	-0.32	-0.11	-0.44	-0.72
ENSG00000065427	KARS	-0.09	-0.18	-0.35	-0.54	-0.61	-1.01	-1.29	-0.08	-0.16	-0.31	-0.87	-0.74	-0.69	-0.67
ENSG00000066322	ELOVL1	0.09	0.19	0.39	0.8	0.37	0.04	-0.21	-0.04	-0.09	-0.18	0.16	-0.23	-0.33	-0.46
ENSG00000067334	DNTTIP2	0.08	0.16	0.31	0.62	0.18	-0.02	-0.15	0.01	0.02	0.04	-0.12	-0.11	-0.25	-0.36
ENSG00000067533	RRP15	0.32	0.63	1.26	1.07	1.1	1.48	1.81	0.24	0.48	0.95	0.52	-0.04	-0.64	-1.09
ENSG00000067560	RHOA	-0.06	-0.11	-0.23	0.19	-0.07	-0.3	-0.45	-0.03	-0.07	-0.13	-0.41	-0.08	-0.06	0.01
ENSG00000067704	IARS2	0.02	0.05	0.1	0.27	-0.09	-0.06	0	-0.04	-0.08	-0.15	0.43	0.14	-0.19	-0.43
ENSG00000069248	NUP133	-0.2	-0.4	-0.8	-0.48	-0.27	-0.06	0.1	0.13	0.26	0.52	0.01	0.45	0.26	0.08
ENSG00000070785	EIF2B3	-0.28	-0.56	-1.12	-1.07	-1.17	-1.61	-1.96	-0.04	-0.07	-0.13	-0.44	-1.12	-1.03	-1.06
ENSG00000070814	TCOF1	-0.03	-0.05	-0.1	0.12	-0.32	-0.33	-0.31	0.07	0.15	0.3	0.18	-0.32	-0.79	-1.13
